169,labname,homebank_id,aclew_id,child_level_id,sharing_environment,lab_internal_subject_id,age_mo_round,age,age_exact,child_sex,language,lang_percent,corpus_narrow,corpus,std_mat_ed,mat_ed,fat_ed,std_length_of_recording,length_of_recording,household_size,premature,region,ses_details,,,
470,BER,,5065,33,N,33_08,8,8m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,775,774.6,3,N,"Rochester, NY, USA",NA,,,
471,BER,,7221,34,N,34_08,8,8m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
472,BER,,2973,35,N,35_08,8,8m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,722,721.8,3,N,"Rochester, NY, USA",NA,,,
473,BER,,9333,36,N,36_08,8,8m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,676,676.2,6,N,"Rochester, NY, USA",NA,,,
474,BER,,9531,37,N,37_08,8,8m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
475,BER,,5193,38,N,38_08,8,8m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,728,727.8,4,N,"Rochester, NY, USA",NA,,,
476,BER,,571,39,N,39_08,8,8m;4d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,771,771,5,N,"Rochester, NY, USA",NA,,,
477,BER,,9228,40,N,40_08,8,8m;9d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
478,BER,,7823,41,42,41_08,8,8m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
479,BER,,8114,42,41,42_08,8,8m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
480,BER,,6939,43,N,43_08,8,8m;5d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,764,763.8,3,N,"Rochester, NY, USA",NA,,,
481,BER,,4755,44,N,44_08,8,8m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,727,727.2,6,N,"Rochester, NY, USA",NA,,,
482,BER,,6336,45,N,45_08,8,8m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,834,834,5,N,"Rochester, NY, USA",NA,,,
483,BER,,2446,46,N,46_08,8,8m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,637,637.2,3,N,"Rochester, NY, USA",NA,,,
484,BER,,5510,1,N,01_08,9,8m;16d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
485,BER,,1982,1,N,01_09,9,9m;13d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
486,BER,,5388,2,N,02_09,9,9m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
487,BER,,850,3,N,03_09,9,9m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
488,BER,,5102,4,N,04_09,9,9m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,643,642.6,7,N,"Rochester, NY, USA",NA,,,
489,BER,,8638,6,N,06_09,9,9m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,841,841.2,3,N,"Rochester, NY, USA",NA,,,
490,BER,,964,7,N,07_09,9,9m;5d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
491,BER,,4780,8,N,08_09,9,9m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
492,BER,,9039,9,N,09_09,9,9m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,518,518.1,3,N,"Rochester, NY, USA",NA,,,
493,BER,,5228,10,N,10_09,9,9m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
494,BER,,2858,11,N,11_09,9,9m;11d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,727,727.1,3,N,"Rochester, NY, USA",NA,,,
495,BER,,8922,12,N,12_09,9,9m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
496,BER,,2075,13,N,13_09,9,9m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,789,789.2,5,N,"Rochester, NY, USA",NA,,,
497,BER,,5483,14,N,14_09,9,9m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
498,BER,,2615,15,N,15_09,9,9m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
499,BER,,7829,16,N,16_09,9,9m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
500,BER,,8319,17,N,17_09,9,9m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
501,BER,,5938,18,N,18_09,9,9m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,730,730.2,4,N,"Rochester, NY, USA",NA,,,
502,BER,,6499,19,N,19_09,9,9m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,709,708.6,3,N,"Rochester, NY, USA",NA,,,
503,BER,,459,20,N,20_09,9,8m;30d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
504,BER,,2405,21,N,21_09,9,9m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,848,848.4,3,N,"Rochester, NY, USA",NA,,,
505,BER,,5897,23,N,23_09,9,9m;15d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
506,BER,,639,25,N,25_09,9,9m;8d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,714,714,3,N,"Rochester, NY, USA",NA,,,
507,BER,,8948,26,N,26_09,9,9m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
508,BER,,240,27,N,27_09,9,9m;11d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
509,BER,,4644,28,N,28_09,9,9m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,845,845.4,3,N,"Rochester, NY, USA",NA,,,
510,BER,,8885,29,N,29_09,9,9m;2d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,725,725.4,3,N,"Rochester, NY, USA",NA,,,
511,BER,,3548,30,N,30_09,9,9m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
512,BER,,16,31,N,31_09,9,9m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
513,BER,,1238,32,N,32_09,9,9m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
514,BER,,6143,33,N,33_09,9,9m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,820,819.6,3,N,"Rochester, NY, USA",NA,,,
515,BER,,2744,34,N,34_09,9,9m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
516,BER,,9973,35,N,35_09,9,9m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,671,670.8,3,N,"Rochester, NY, USA",NA,,,
517,BER,,2948,36,N,36_09,9,9m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,696,696,6,N,"Rochester, NY, USA",NA,,,
518,BER,,701,37,N,37_09,9,9m;9d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
519,BER,,9457,38,N,38_09,9,9m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,814,814.2,4,N,"Rochester, NY, USA",NA,,,
520,BER,,8235,39,N,39_09,9,9m;4d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,724,724.2,5,N,"Rochester, NY, USA",NA,,,
521,BER,,6997,40,N,40_09,9,9m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
522,BER,,625,41,42,41_09,9,9m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
523,BER,,4823,42,41,42_09,9,9m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
524,BER,,2476,43,N,43_09,9,9m;1d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,950,949.8,3,N,"Rochester, NY, USA",NA,,,
525,BER,,1196,44,N,44_09,9,9m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,668,668.4,6,N,"Rochester, NY, USA",NA,,,
526,BER,,4604,45,N,45_09,9,9m;10d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,841,841.2,5,N,"Rochester, NY, USA",NA,,,
527,BER,,1427,46,N,46_09,9,9m;1d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,676,675.6,3,N,"Rochester, NY, USA",NA,,,
528,BER,,3439,1,N,01_10,10,10m;13d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
529,BER,,4330,2,N,02_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
530,BER,,4164,3,N,03_10,10,10m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
531,BER,,9363,4,N,04_10,10,10m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,773,773.4,7,N,"Rochester, NY, USA",NA,,,
532,BER,,1104,6,N,06_10,10,10m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
533,BER,,8109,8,N,08_10,10,10m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
534,BER,,5157,9,N,09_10,10,10m;8d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,708,708,3,N,"Rochester, NY, USA",NA,,,
535,BER,,414,10,N,10_10,10,9m;28d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
536,BER,,2016,11,N,11_10,10,10m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,712,711.6,3,N,"Rochester, NY, USA",NA,,,
537,BER,,9487,12,N,12_10,10,10m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
538,BER,,1208,13,N,13_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,746,745.7,5,N,"Rochester, NY, USA",NA,,,
539,BER,,6174,14,N,14_10,10,10m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
540,BER,,7377,15,N,15_10,10,10m;9d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
541,BER,,1777,16,N,16_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
542,BER,,4172,17,N,17_10,10,10m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
543,BER,,9230,18,N,18_10,10,10m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,782,781.8,4,N,"Rochester, NY, USA",NA,,,
544,BER,,7679,19,N,19_10,10,10m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,870,870,3,N,"Rochester, NY, USA",NA,,,
545,BER,,9009,20,N,20_10,10,10m;13d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
546,BER,,4096,21,N,21_10,10,10m;10d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,700,699.6,3,N,"Rochester, NY, USA",NA,,,
547,BER,,7385,22,N,22_10,10,10m;7d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,848,848.4,3,N,"Rochester, NY, USA",NA,,,
548,BER,,41,23,N,23_10,10,10m;9d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
549,BER,,7505,25,N,25_10,10,10m;8d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,768,768,3,N,"Rochester, NY, USA",NA,,,
550,BER,,9294,26,N,26_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
551,BER,,6831,27,N,27_10,10,10m;6d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
552,BER,,1844,28,N,28_10,10,10m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,786,786,3,N,"Rochester, NY, USA",NA,,,
553,BER,,6733,29,N,29_10,10,9m;30d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,781,780.6,3,N,"Rochester, NY, USA",NA,,,
554,BER,,833,30,N,30_10,10,10m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
555,BER,,4966,31,N,31_10,10,10m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
556,BER,,1668,32,N,32_10,10,10m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
557,BER,,1328,33,N,33_10,10,9m;30d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,773,773.4,3,N,"Rochester, NY, USA",NA,,,
558,BER,,4073,34,N,34_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
559,BER,,4141,35,N,35_10,10,10m;4d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,730,730.2,3,N,"Rochester, NY, USA",NA,,,
560,BER,,7701,36,N,36_10,10,10m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,732,732,6,N,"Rochester, NY, USA",NA,,,
561,BER,,6258,37,N,37_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
562,BER,,6345,38,N,38_10,10,10m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
563,BER,,1849,39,N,39_10,10,10m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,784,784.2,5,N,"Rochester, NY, USA",NA,,,
564,BER,,8193,40,N,40_10,10,10m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
565,BER,,7619,41,42,41_10,10,10m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
566,BER,,2090,42,41,42_10,10,10m;1d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
567,BER,,4718,43,N,43_10,10,10m;4d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,845,844.8,3,N,"Rochester, NY, USA",NA,,,
568,BER,,2261,44,N,44_10,10,10m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,6,N,"Rochester, NY, USA",NA,,,
569,BER,,21,45,N,45_10,10,10m;10d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,318,318.3,5,N,"Rochester, NY, USA",NA,,,
570,BER,,6457,46,N,46_10,10,10m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,657,657,3,N,"Rochester, NY, USA",NA,,,
571,BER,,8712,1,N,01_11,11,11m;10d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
572,BER,,3832,2,N,02_11,11,11m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
573,BER,,6245,3,N,03_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
574,BER,,9947,4,N,04_11,11,11m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,589,588.6,7,N,"Rochester, NY, USA",NA,,,
575,BER,,2471,6,N,06_11,11,11m;11d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
576,BER,,4912,7,N,07_10,11,10m;17d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,712,712.2,3,N,"Rochester, NY, USA",NA,,,
577,BER,,5192,7,N,07_11,11,11m;1d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
578,BER,,6563,8,N,08_11,11,11m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
579,BER,,6018,9,N,09_11,11,11m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
580,BER,,9036,10,N,10_11,11,11m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,829,828.7,4,N,"Rochester, NY, USA",NA,,,
581,BER,,8595,11,N,11_11,11,10m;29d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,750,749.7,3,N,"Rochester, NY, USA",NA,,,
582,BER,,5606,12,N,12_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
583,BER,,9863,13,N,13_11,11,11m;10d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,741,740.6,5,N,"Rochester, NY, USA",NA,,,
584,BER,,4731,14,N,14_11,11,11m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
585,BER,,2345,15,N,15_11,11,11m;1d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
586,BER,,1931,16,N,16_11,11,11m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
587,BER,,1889,17,N,17_11,11,11m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
588,BER,,6471,18,N,18_11,11,11m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,922,921.6,4,N,"Rochester, NY, USA",NA,,,
589,BER,,8491,20,N,20_11,11,11m;9d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
590,BER,,9012,20,N,20_12,11,12m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
591,BER,,7099,21,N,21_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,626,625.8,3,N,"Rochester, NY, USA",NA,,,
592,BER,,6935,22,N,22_11,11,11m;8d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,801,801,3,N,"Rochester, NY, USA",NA,,,
593,BER,,5074,23,N,23_11,11,11m;10d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
594,BER,,3511,25,N,25_11,11,11m;6d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,703,702.6,3,N,"Rochester, NY, USA",NA,,,
595,BER,,6586,26,N,26_11,11,11m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
596,BER,,6938,27,N,27_11,11,11m;6d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
597,BER,,9762,28,N,28_11,11,11m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,641,640.8,3,N,"Rochester, NY, USA",NA,,,
598,BER,,4482,29,N,29_11,11,11m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,616,615.6,3,N,"Rochester, NY, USA",NA,,,
599,BER,,4550,30,N,30_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
600,BER,,9291,31,N,31_11,11,11m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
601,BER,,9643,32,N,32_11,11,11m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
602,BER,,2379,33,N,33_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,801,801,3,N,"Rochester, NY, USA",NA,,,
603,BER,,56,33,N,33_12,11,12m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,761,761.4,3,N,"Rochester, NY, USA",NA,,,
604,BER,,4520,34,N,34_11,11,11m;9d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,525,525,3,N,"Rochester, NY, USA",NA,,,
605,BER,,1862,35,N,35_11,11,11m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,648,648,3,N,"Rochester, NY, USA",NA,,,
606,BER,,2048,36,N,36_11,11,11m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,725,725.4,6,N,"Rochester, NY, USA",NA,,,
607,BER,,4128,37,N,37_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
608,BER,,2519,38,N,38_11,11,11m;1d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,808,807.6,4,N,"Rochester, NY, USA",NA,,,
609,BER,,4091,39,N,39_11,11,11m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,540,540,5,N,"Rochester, NY, USA",NA,,,
610,BER,,2517,40,N,40_11,11,11m;1d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
611,BER,,4152,41,42,41_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
612,BER,,4528,42,41,42_11,11,11m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
613,BER,,4051,43,N,43_11,11,11m;4d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,798,798,3,N,"Rochester, NY, USA",NA,,,
614,BER,,5678,44,N,44_11,11,11m;6d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,761,760.8,6,N,"Rochester, NY, USA",NA,,,
615,BER,,6222,45,N,45_11,11,11m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,960,960,5,N,"Rochester, NY, USA",NA,,,
616,BER,,6507,46,N,46_11,11,11m;10d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
617,BER,,5813,1,N,01_12,12,12m;14d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
618,BER,,7209,2,N,02_12,12,12m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
619,BER,,1843,3,N,03_12,12,12m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
620,BER,,3657,4,N,04_12,12,12m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,631,631.2,7,N,"Rochester, NY, USA",NA,,,
621,BER,,9513,6,N,06_12,12,12m;10d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
622,BER,,291,7,N,07_12,12,12m;5d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,493,493.2,3,N,"Rochester, NY, USA",NA,,,
623,BER,,6035,8,N,08_12,12,12m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
624,BER,,2470,9,N,09_12,12,12m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
625,BER,,5242,10,N,10_12,12,12m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
626,BER,,6954,11,N,11_12,12,12m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,805,804.5,3,N,"Rochester, NY, USA",NA,,,
627,BER,,485,12,N,12_12,12,12m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
628,BER,,174,13,N,13_12,12,12m;13d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,544,544.1,5,N,"Rochester, NY, USA",NA,,,
629,BER,,226,14,N,14_12,12,12m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
630,BER,,7175,15,N,15_12,12,12m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
631,BER,,395,16,N,16_12,12,12m;10d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
632,BER,,1500,17,N,17_12,12,12m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
633,BER,,9997,18,N,18_12,12,12m;8d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,749,749.4,4,N,"Rochester, NY, USA",NA,,,
634,BER,,8786,19,N,19_12,12,12m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,772,771.6,3,N,"Rochester, NY, USA",NA,,,
635,BER,,7604,20,N,20_13,12,13m;4d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
636,BER,,9348,21,N,21_12,12,12m;11d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,508,507.6,3,N,"Rochester, NY, USA",NA,,,
637,BER,,7162,22,N,22_12,12,12m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,791,791.4,3,N,"Rochester, NY, USA",NA,,,
